Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	is about	is about label (for reference only)	definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym
	GENEPIO:0100798	total dissolved solids (TDS) measurement unit field	total dissolved solids (TDS) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units associated with a value from a total dissolved solids (TDS) test.		percent (%)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units associated with a value from a total dissolved solids (TDS) test. | Example Guidance: Provide the units of the measured TDS.				total dissolved solids (TDS) measurement unit slot							
	GENEPIO:0100799	total dissolved solids (TDS) measurement method field	total dissolved solids (TDS) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure total dissolved solids (TDS).		Subtract calculated TSS from calculated TS	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure total dissolved solids (TDS). | Example Guidance: Provide the name of the procedure or technology used to measure TDS.				total dissolved solids (TDS) measurement method slot							
	GENEPIO:0100800	total solids (TS) measurement value field	total solids (TS) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value from a total solids (TS) test.		10	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value from a total solids (TS) test. | Example Guidance: Provide the numerical value of the measured TS.				total solids (TS) measurement value slot							
	GENEPIO:0100801	total solids (TS) measurement unit field	total solids (TS) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units associated with a value from a total solids (TS) test.		percent (%)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units associated with a value from a total solids (TS) test. | Example Guidance: Provide the units of the measured TS.				total solids (TS) measurement unit slot							
	GENEPIO:0100802	total solids (TS) measurement method field	total solids (TS) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure total solids (TS).		Gravimetric method by oven drying, then weighing	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure total solids (TS). | Example Guidance: Provide the name of the procedure or technology used to measure TS.				total solids (TS) measurement method slot							
	GENEPIO:0100916	conductivity measurement value field	conductivity measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of conductivity.		1412	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example Guidance: Provide the numerical value of the measured conductivity. | Example UI Definition: The numerical value of a measurement of conductivity.				conductivity measurement value slot							
	GENEPIO:0100803	conductivity measurement unit field	conductivity measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of conductivity.		microSiemen per centimeter (μS/cm)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units of a measurement of conductivity. | Example Guidance: Provide the units of the measured conductivity.				conductivity measurement unit slot							
	GENEPIO:0100804	conductivity measurement method field	conductivity measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure conductivity.		Conductivity electrode and meter	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure conductivity. | Example Guidance: Provide the name of the procedure or technology used to measure conductivity.				conductivity measurement method slot							
	GENEPIO:0100805	salinity measurement value field	salinity measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of salinity.		35	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value of a measurement of salinity. | Example Guidance: Provide the numerical value of the measured salinity.				salinity measurement value slot				ena.embl:salinity | mixs:salinity			
	GENEPIO:0100806	salinity measurement unit field	salinity measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of salinity.		practical salinity unit (PSU)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units of a measurement of salinity. | Example Guidance: Provide the units of the measured salinity.				salinity measurement unit slot							
	GENEPIO:0100807	salinity measurement method field	salinity measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure salinity.		conductivity meter	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure salinity. | Example Guidance: Provide the name of the procedure or technology used to measure salinity.				salinity measurement method slot							
	GENEPIO:0100808	total nitrogen (TN) measurement value field	total nitrogen (TN) measurement value				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the numerical value of a measurement of total nitrogen (TN).		120	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The numerical value of a measurement of total nitrogen (TN). | Example Guidance: Provide the numerical value of the measured TN.				total nitrogen (TN) measurement value slot				ena.embl:total nitrogen | mixs:total nitrogen			
	GENEPIO:0100809	total nitrogen (TN) measurement unit field	total nitrogen (TN) measurement unit				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the units of a measurement of total nitrogen (TN).		milligram per liter (mg/L)	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The units of a measurement of total nitrogen (TN). | Example Guidance: Provide the units of the measured TN.				total nitrogen (TN) measurement unit slot							
	GENEPIO:0100810	total nitrogen (TN) measurement method field	total nitrogen (TN) measurement method				2024-03-02T00:18:58.865Z	GENEPIO:0100904	environmental data field			An environmental data field which describes the method used to measure total nitrogen (TN).		Hach total nitrogen spectrophotometric test	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion		Example UI Definition: The method used to measure total nitrogen (TN). | Example Guidance: Provide the name of the procedure or technology used to measure TN.				total nitrogen (TN) measurement method slot							
